id;Item;AHPrice;BuyPrice;Respawn;Qty;Seller
4541;Freshly Baked Bread;None;125;0;0;Kira Songshine
4542;Moist Cornbread;133;500;0;0;Kira Songshine
4544;Mulgore Spice Bread;None;1000;0;0;Kira Songshine
4601;Soft Banana Bread;None;2000;0;0;Kira Songshine
8766;Morning Glory Dew;None;4000;0;0;Kira Songshine
8950;Homemade Cherry Pie;None;4000;0;0;Kira Songshine
4540;Tough Hunk of Bread;8;25;0;0;Honni Goldenoat
4541;Freshly Baked Bread;None;125;0;0;Honni Goldenoat
4542;Moist Cornbread;133;500;0;0;Honni Goldenoat
4544;Mulgore Spice Bread;None;1000;0;0;Honni Goldenoat
4601;Soft Banana Bread;None;2000;0;0;Honni Goldenoat
8950;Homemade Cherry Pie;None;4000;0;0;Honni Goldenoat
2507;Laminated Recurve Bow;None;1752;0;0;Bhaldaran Ravenshade
2512;Rough Arrow;None;10;0;0;Bhaldaran Ravenshade
2515;Sharp Arrow;None;50;0;0;Bhaldaran Ravenshade
3026;Reinforced Bow;None;3812;0;0;Bhaldaran Ravenshade
5439;Small Quiver;None;100;0;0;Bhaldaran Ravenshade
11362;Medium Quiver;3000;1000;0;0;Bhaldaran Ravenshade
200;Thick Cloth Vest;None;2270;0;0;Aeolynn
201;Thick Cloth Pants;None;2278;0;0;Aeolynn
202;Thick Cloth Shoes;None;1714;0;0;Aeolynn
203;Thick Cloth Gloves;None;1147;0;0;Aeolynn
792;Knitted Sandals;None;207;0;0;Aeolynn
793;Knitted Gloves;None;139;0;0;Aeolynn
794;Knitted Pants;None;279;0;0;Aeolynn
795;Knitted Tunic;None;280;0;0;Aeolynn
837;Heavy Weave Armor;None;1124;0;0;Aeolynn
838;Heavy Weave Pants;None;1128;0;0;Aeolynn
839;Heavy Weave Gloves;None;566;0;0;Aeolynn
840;Heavy Weave Shoes;None;853;0;0;Aeolynn
2156;Padded Boots;None;3077;0;0;Aeolynn
2158;Padded Gloves;None;2066;0;0;Aeolynn
2159;Padded Pants;None;4148;0;0;Aeolynn
2160;Padded Armor;None;4163;0;0;Aeolynn
3589;Heavy Weave Belt;None;576;0;0;Aeolynn
3590;Heavy Weave Bracers;None;578;0;0;Aeolynn
3591;Padded Belt;None;2097;0;0;Aeolynn
3592;Padded Bracers;None;2104;0;0;Aeolynn
3597;Thick Cloth Belt;None;1081;0;0;Aeolynn
3598;Thick Cloth Bracers;None;1085;0;0;Aeolynn
3602;Knitted Belt;None;145;0;0;Aeolynn
3603;Knitted Bracers;None;145;0;0;Aeolynn
236;Cured Leather Armor;None;2795;0;0;Tandaan Lightmane
237;Cured Leather Pants;None;2805;0;0;Tandaan Lightmane
238;Cured Leather Boots;None;2112;0;0;Tandaan Lightmane
239;Cured Leather Gloves;None;1413;0;0;Tandaan Lightmane
796;Rough Leather Boots;None;264;0;0;Tandaan Lightmane
797;Rough Leather Gloves;None;176;0;0;Tandaan Lightmane
798;Rough Leather Pants;None;354;0;0;Tandaan Lightmane
799;Rough Leather Vest;None;355;0;0;Tandaan Lightmane
843;Tanned Leather Boots;None;1077;0;0;Tandaan Lightmane
844;Tanned Leather Gloves;None;720;0;0;Tandaan Lightmane
845;Tanned Leather Pants;None;1447;0;0;Tandaan Lightmane
846;Tanned Leather Jerkin;None;1452;0;0;Tandaan Lightmane
1839;Rough Leather Belt;None;184;0;0;Tandaan Lightmane
1840;Rough Leather Bracers;None;185;0;0;Tandaan Lightmane
1843;Tanned Leather Belt;None;725;0;0;Tandaan Lightmane
1844;Tanned Leather Bracers;None;728;0;0;Tandaan Lightmane
1849;Cured Leather Belt;None;1388;0;0;Tandaan Lightmane
1850;Cured Leather Bracers;None;1393;0;0;Tandaan Lightmane
2141;Cuirboulli Vest;None;5223;0;0;Tandaan Lightmane
2142;Cuirboulli Belt;None;2620;0;0;Tandaan Lightmane
2143;Cuirboulli Boots;None;3944;0;0;Tandaan Lightmane
2144;Cuirboulli Bracers;None;2639;0;0;Tandaan Lightmane
2145;Cuirboulli Gloves;None;2648;0;0;Tandaan Lightmane
2146;Cuirboulli Pants;None;4809;0;0;Tandaan Lightmane
2320;Coarse Thread;20;10;0;0;Dalria
2321;Fine Thread;None;100;0;0;Dalria
2325;Black Dye;4500;1000;0;0;Dalria
2604;Red Dye;100;50;0;0;Dalria
2678;Mild Spices;None;10;0;0;Dalria
2692;Hot Spices;None;40;0;0;Dalria
2880;Weak Flux;None;100;0;0;Dalria
2901;Mining Pick;None;81;0;0;Dalria
2928;Dust of Decay;10200;20;0;0;Dalria
3371;Empty Vial;8;20;0;0;Dalria
3372;Leaded Vial;None;200;0;0;Dalria
3466;Strong Flux;None;2000;0;0;Dalria
3713;Soothing Spices;1536;160;0;0;Dalria
3777;Lethargy Root;None;40;0;0;Dalria
3857;Coal;131;500;0;0;Dalria
4289;Salt;100;50;0;0;Dalria
4291;Silken Thread;None;500;0;0;Dalria
4340;Gray Dye;1800;350;0;0;Dalria
4341;Yellow Dye;None;500;0;0;Dalria
4342;Purple Dye;None;2500;0;0;Dalria
4399;Wooden Stock;1959;200;0;0;Dalria
4400;Heavy Stock;3000;2000;0;0;Dalria
5956;Blacksmith Hammer;None;18;0;0;Dalria
6217;Copper Rod;1000;124;0;0;Dalria
6256;Fishing Pole;None;23;0;0;Dalria
6530;Nightcrawlers;489;100;0;0;Dalria
6532;Bright Baubles;None;250;0;0;Dalria
7005;Skinning Knife;10000;82;0;0;Dalria
8343;Heavy Silken Thread;None;2000;0;0;Dalria
8925;Crystal Vial;None;2500;0;0;Dalria
14341;Rune Thread;800997;5000;0;0;Dalria
2320;Coarse Thread;20;10;0;0;Shandrina
2321;Fine Thread;None;100;0;0;Shandrina
2325;Black Dye;4500;1000;0;0;Shandrina
2604;Red Dye;100;50;0;0;Shandrina
2678;Mild Spices;None;10;0;0;Shandrina
2692;Hot Spices;None;40;0;0;Shandrina
2880;Weak Flux;None;100;0;0;Shandrina
2901;Mining Pick;None;81;0;0;Shandrina
2928;Dust of Decay;10200;20;0;0;Shandrina
3371;Empty Vial;8;20;0;0;Shandrina
3372;Leaded Vial;None;200;0;0;Shandrina
3466;Strong Flux;None;2000;0;0;Shandrina
3713;Soothing Spices;1536;160;0;0;Shandrina
3777;Lethargy Root;None;40;0;0;Shandrina
3857;Coal;131;500;0;0;Shandrina
4289;Salt;100;50;0;0;Shandrina
4291;Silken Thread;None;500;0;0;Shandrina
4340;Gray Dye;1800;350;0;0;Shandrina
4341;Yellow Dye;None;500;0;0;Shandrina
4342;Purple Dye;None;2500;0;0;Shandrina
4399;Wooden Stock;1959;200;0;0;Shandrina
4400;Heavy Stock;3000;2000;0;0;Shandrina
5956;Blacksmith Hammer;None;18;0;0;Shandrina
6217;Copper Rod;1000;124;0;0;Shandrina
6256;Fishing Pole;None;23;0;0;Shandrina
6530;Nightcrawlers;489;100;0;0;Shandrina
6532;Bright Baubles;None;250;0;0;Shandrina
7005;Skinning Knife;10000;82;0;0;Shandrina
8343;Heavy Silken Thread;None;2000;0;0;Shandrina
8925;Crystal Vial;None;2500;0;0;Shandrina
14341;Rune Thread;800997;5000;0;0;Shandrina
16072;Expert Cookbook;12998;10000;0;0;Shandrina
858;Lesser Healing Potion;180;100;0;0;Harklan Moongrove
3371;Empty Vial;8;20;0;0;Harklan Moongrove
3372;Leaded Vial;None;200;0;0;Harklan Moongrove
8925;Crystal Vial;None;2500;0;0;Harklan Moongrove
18256;Imbued Vial;None;30000;0;0;Harklan Moongrove
2320;Coarse Thread;20;10;0;0;Lardan
2321;Fine Thread;None;100;0;0;Lardan
2325;Black Dye;4500;1000;0;0;Lardan
2604;Red Dye;100;50;0;0;Lardan
2605;Green Dye;1707;100;0;0;Lardan
4289;Salt;100;50;0;0;Lardan
4291;Silken Thread;None;500;0;0;Lardan
4340;Gray Dye;1800;350;0;0;Lardan
4341;Yellow Dye;None;500;0;0;Lardan
4342;Purple Dye;None;2500;0;0;Lardan
6260;Blue Dye;100;50;0;0;Lardan
6261;Orange Dye;None;1000;0;0;Lardan
7005;Skinning Knife;10000;82;0;0;Lardan
8343;Heavy Silken Thread;None;2000;0;0;Lardan
10290;Pink Dye;None;2500;0;0;Lardan
14341;Rune Thread;800997;5000;0;0;Lardan
159;Refreshing Spring Water;50;25;0;0;Nantar
1179;Ice Cold Milk;None;125;0;0;Nantar
1205;Melon Juice;None;500;0;0;Nantar
1645;Moonberry Juice;1000;2000;0;0;Nantar
1708;Sweet Nectar;225;1000;0;0;Nantar
4540;Tough Hunk of Bread;8;25;0;0;Nantar
4541;Freshly Baked Bread;None;125;0;0;Nantar
4542;Moist Cornbread;133;500;0;0;Nantar
4544;Mulgore Spice Bread;None;1000;0;0;Nantar
4601;Soft Banana Bread;None;2000;0;0;Nantar
8766;Morning Glory Dew;None;4000;0;0;Nantar
8950;Homemade Cherry Pie;None;4000;0;0;Nantar
117;Tough Jerky;100000;25;0;0;Ulthaan
2287;Haunch of Meat;34;125;0;0;Ulthaan
3734;Recipe: Big Bear Steak;1598;1600;0;0;Ulthaan
3770;Mutton Chop;65;500;0;0;Ulthaan
3771;Wild Hog Shank;604;1000;0;0;Ulthaan
4599;Cured Ham Steak;400;2000;0;0;Ulthaan
5489;Recipe: Lean Venison;None;1200;0;0;Ulthaan
8952;Roasted Quail;None;4000;0;0;Ulthaan
159;Refreshing Spring Water;50;25;0;0;Maliynn
1179;Ice Cold Milk;None;125;0;0;Maliynn
1205;Melon Juice;None;500;0;0;Maliynn
1645;Moonberry Juice;1000;2000;0;0;Maliynn
1708;Sweet Nectar;225;1000;0;0;Maliynn
4536;Shiny Red Apple;None;25;0;0;Maliynn
4537;Tel'Abim Banana;None;125;0;0;Maliynn
4538;Snapvine Watermelon;None;500;0;0;Maliynn
4539;Goldenbark Apple;None;1000;0;0;Maliynn
4602;Moon Harvest Pumpkin;None;2000;0;0;Maliynn
8766;Morning Glory Dew;None;4000;0;0;Maliynn
8953;Deep Fried Plantains;None;4000;0;0;Maliynn
16166;Bean Soup;None;25;0;0;Maliynn
16167;Versicolor Treat;None;125;0;0;Maliynn
16168;Heaven Peach;None;2000;0;0;Maliynn
16169;Wild Ricecake;None;1000;0;0;Maliynn
16170;Steamed Mandu;None;500;0;0;Maliynn
16171;Shinsollo;None;4000;0;0;Maliynn
159;Refreshing Spring Water;50;25;0;0;Haljan Oakheart
1179;Ice Cold Milk;None;125;0;0;Haljan Oakheart
1205;Melon Juice;None;500;0;0;Haljan Oakheart
2515;Sharp Arrow;None;50;0;0;Haljan Oakheart
2519;Heavy Shot;None;50;0;0;Haljan Oakheart
3030;Razor Arrow;None;300;0;0;Haljan Oakheart
3033;Solid Shot;None;300;0;0;Haljan Oakheart
4470;Simple Wood;99;38;0;0;Haljan Oakheart
4471;Flint and Tinder;None;135;0;0;Haljan Oakheart
4497;Heavy Brown Bag;None;20000;0;0;Haljan Oakheart
4498;Brown Leather Satchel;1500;2500;0;0;Haljan Oakheart
5503;Clam Meat;100;65;0;0;Haljan Oakheart
2928;Dust of Decay;10200;20;0;0;Fahran Silentblade
2930;Essence of Pain;None;50;0;0;Fahran Silentblade
3371;Empty Vial;8;20;0;0;Fahran Silentblade
3372;Leaded Vial;None;200;0;0;Fahran Silentblade
3777;Lethargy Root;None;40;0;0;Fahran Silentblade
5060;Thieves' Tools;None;1500;0;0;Fahran Silentblade
5140;Flash Powder;None;25;0;0;Fahran Silentblade
5173;Deathweed;834;100;0;0;Fahran Silentblade
8923;Essence of Agony;4500;200;0;0;Fahran Silentblade
8924;Dust of Deterioration;None;100;0;0;Fahran Silentblade
8925;Crystal Vial;None;2500;0;0;Fahran Silentblade
5565;Infernal Stone;None;5000;0;0;Llana
16583;Demonic Figurine;None;10000;0;0;Llana
17020;Arcane Powder;None;1000;0;0;Llana
17021;Wild Berries;None;700;0;0;Llana
17026;Wild Thornroot;None;1000;0;0;Llana
17028;Holy Candle;None;700;0;0;Llana
17029;Sacred Candle;None;1000;0;0;Llana
17030;Ankh;None;2000;0;0;Llana
17031;Rune of Teleportation;None;1000;0;0;Llana
17032;Rune of Portals;None;2000;0;0;Llana
17033;Symbol of Divinity;None;2000;0;0;Llana
17034;Maple Seed;None;200;0;0;Llana
17035;Stranglethorn Seed;None;400;0;0;Llana
17036;Ashwood Seed;None;800;0;0;Llana
17037;Hornbeam Seed;None;1400;0;0;Llana
17038;Ironwood Seed;None;2000;0;0;Llana
21177;Symbol of Kings;None;3000;0;0;Llana
2521;Flamberge;None;30896;0;0;Galthuk
2523;Bullova;None;28285;0;0;Galthuk
2525;War Hammer;None;26489;0;0;Galthuk
2529;Zweihander;None;65031;0;0;Galthuk
2531;Great Axe;None;56169;0;0;Galthuk
2533;War Maul;None;61107;0;0;Galthuk
159;Refreshing Spring Water;50;25;0;0;Grawnal
1179;Ice Cold Milk;None;125;0;0;Grawnal
1205;Melon Juice;None;500;0;0;Grawnal
2512;Rough Arrow;None;10;0;0;Grawnal
2515;Sharp Arrow;None;50;0;0;Grawnal
2516;Light Shot;None;10;0;0;Grawnal
2519;Heavy Shot;None;50;0;0;Grawnal
4470;Simple Wood;99;38;0;0;Grawnal
4471;Flint and Tinder;None;135;0;0;Grawnal
4496;Small Brown Pouch;272;500;0;0;Grawnal
4498;Brown Leather Satchel;1500;2500;0;0;Grawnal
5048;Blue Ribboned Wrapping Paper;None;50;0;0;Grawnal
5565;Infernal Stone;None;5000;0;0;Jeeda
16583;Demonic Figurine;None;10000;0;0;Jeeda
17020;Arcane Powder;None;1000;0;0;Jeeda
17021;Wild Berries;None;700;0;0;Jeeda
17026;Wild Thornroot;None;1000;0;0;Jeeda
17028;Holy Candle;None;700;0;0;Jeeda
17029;Sacred Candle;None;1000;0;0;Jeeda
17030;Ankh;None;2000;0;0;Jeeda
17031;Rune of Teleportation;None;1000;0;0;Jeeda
17032;Rune of Portals;None;2000;0;0;Jeeda
17033;Symbol of Divinity;None;2000;0;0;Jeeda
17034;Maple Seed;None;200;0;0;Jeeda
17035;Stranglethorn Seed;None;400;0;0;Jeeda
17036;Ashwood Seed;None;800;0;0;Jeeda
17037;Hornbeam Seed;None;1400;0;0;Jeeda
17038;Ironwood Seed;None;2000;0;0;Jeeda
21177;Symbol of Kings;None;3000;0;0;Jeeda
117;Tough Jerky;100000;25;0;0;Chylina
159;Refreshing Spring Water;50;25;0;0;Chylina
422;Dwarven Mild;None;500;0;0;Chylina
1179;Ice Cold Milk;None;125;0;0;Chylina
1205;Melon Juice;None;500;0;0;Chylina
2287;Haunch of Meat;34;125;0;0;Chylina
2512;Rough Arrow;None;10;0;0;Chylina
2515;Sharp Arrow;None;50;0;0;Chylina
2516;Light Shot;None;10;0;0;Chylina
2519;Heavy Shot;None;50;0;0;Chylina
3770;Mutton Chop;65;500;0;0;Chylina
3771;Wild Hog Shank;604;1000;0;0;Chylina
4470;Simple Wood;99;38;0;0;Chylina
4471;Flint and Tinder;None;135;0;0;Chylina
4496;Small Brown Pouch;272;500;0;0;Chylina
4498;Brown Leather Satchel;1500;2500;0;0;Chylina
4538;Snapvine Watermelon;None;500;0;0;Chylina
4593;Bristle Whisker Catfish;50;500;0;0;Chylina
4599;Cured Ham Steak;400;2000;0;0;Chylina
5048;Blue Ribboned Wrapping Paper;None;50;0;0;Chylina
8952;Roasted Quail;None;4000;0;0;Chylina
2148;Polished Scale Belt;None;2907;0;0;Nizzik
2149;Polished Scale Boots;None;4397;0;0;Nizzik
2150;Polished Scale Bracers;None;2930;0;0;Nizzik
2151;Polished Scale Gloves;None;2941;0;0;Nizzik
2152;Polished Scale Leggings;None;5906;0;0;Nizzik
2153;Polished Scale Vest;None;5927;0;0;Nizzik
922;Dacian Falx;None;12038;0;0;Veenix
923;Longsword;None;8743;0;0;Veenix
924;Maul;None;10972;0;0;Veenix
925;Flail;None;7797;0;0;Veenix
926;Battle Axe;None;9784;0;0;Veenix
927;Double Axe;None;6953;0;0;Veenix
928;Long Staff;None;9860;0;0;Veenix
2209;Kris;None;7115;0;0;Veenix
792;Knitted Sandals;None;207;0;0;Cylania
793;Knitted Gloves;None;139;0;0;Cylania
794;Knitted Pants;None;279;0;0;Cylania
795;Knitted Tunic;None;280;0;0;Cylania
796;Rough Leather Boots;None;264;0;0;Cylania
797;Rough Leather Gloves;None;176;0;0;Cylania
798;Rough Leather Pants;None;354;0;0;Cylania
799;Rough Leather Vest;None;355;0;0;Cylania
837;Heavy Weave Armor;None;1124;0;0;Cylania
838;Heavy Weave Pants;None;1128;0;0;Cylania
839;Heavy Weave Gloves;None;566;0;0;Cylania
840;Heavy Weave Shoes;None;853;0;0;Cylania
843;Tanned Leather Boots;None;1077;0;0;Cylania
844;Tanned Leather Gloves;None;720;0;0;Cylania
845;Tanned Leather Pants;None;1447;0;0;Cylania
846;Tanned Leather Jerkin;None;1452;0;0;Cylania
847;Chainmail Armor;None;1749;0;0;Cylania
848;Chainmail Pants;None;1755;0;0;Cylania
849;Chainmail Boots;None;1326;0;0;Cylania
850;Chainmail Gloves;None;883;0;0;Cylania
1839;Rough Leather Belt;None;184;0;0;Cylania
1840;Rough Leather Bracers;None;185;0;0;Cylania
1843;Tanned Leather Belt;None;725;0;0;Cylania
1844;Tanned Leather Bracers;None;728;0;0;Cylania
1845;Chainmail Belt;None;877;0;0;Cylania
1846;Chainmail Bracers;None;880;0;0;Cylania
2392;Light Mail Armor;None;413;0;0;Cylania
2393;Light Mail Belt;None;206;0;0;Cylania
2394;Light Mail Leggings;None;416;0;0;Cylania
2395;Light Mail Boots;None;322;0;0;Cylania
2396;Light Mail Bracers;None;215;0;0;Cylania
2397;Light Mail Gloves;None;215;0;0;Cylania
3589;Heavy Weave Belt;None;576;0;0;Cylania
3590;Heavy Weave Bracers;None;578;0;0;Cylania
3602;Knitted Belt;None;145;0;0;Cylania
3603;Knitted Bracers;None;145;0;0;Cylania
159;Refreshing Spring Water;50;25;0;0;Dendrythis
1179;Ice Cold Milk;None;125;0;0;Dendrythis
1205;Melon Juice;None;500;0;0;Dendrythis
1645;Moonberry Juice;1000;2000;0;0;Dendrythis
1708;Sweet Nectar;225;1000;0;0;Dendrythis
8766;Morning Glory Dew;None;4000;0;0;Dendrythis
16166;Bean Soup;None;25;0;0;Dendrythis
16167;Versicolor Treat;None;125;0;0;Dendrythis
16168;Heaven Peach;None;2000;0;0;Dendrythis
16169;Wild Ricecake;None;1000;0;0;Dendrythis
16170;Steamed Mandu;None;500;0;0;Dendrythis
21030;Darnassus Kimchi Pie;None;2000;0;0;Dendrythis
21031;Cabbage Kimchi;None;4000;0;0;Dendrythis
21033;Radish Kimchi;None;4000;0;0;Dendrythis
2320;Coarse Thread;20;10;0;0;Elynna
2321;Fine Thread;None;100;0;0;Elynna
2324;Bleach;50;25;0;0;Elynna
2325;Black Dye;4500;1000;0;0;Elynna
2604;Red Dye;100;50;0;0;Elynna
2605;Green Dye;1707;100;0;0;Elynna
4291;Silken Thread;None;500;0;0;Elynna
4340;Gray Dye;1800;350;0;0;Elynna
4341;Yellow Dye;None;500;0;0;Elynna
4342;Purple Dye;None;2500;0;0;Elynna
6260;Blue Dye;100;50;0;0;Elynna
6261;Orange Dye;None;1000;0;0;Elynna
8343;Heavy Silken Thread;None;2000;0;0;Elynna
10290;Pink Dye;None;2500;0;0;Elynna
14341;Rune Thread;800997;5000;0;0;Elynna
117;Tough Jerky;100000;25;0;0;Jaeana
159;Refreshing Spring Water;50;25;0;0;Jaeana
1179;Ice Cold Milk;None;125;0;0;Jaeana
1205;Melon Juice;None;500;0;0;Jaeana
1645;Moonberry Juice;1000;2000;0;0;Jaeana
1708;Sweet Nectar;225;1000;0;0;Jaeana
2287;Haunch of Meat;34;125;0;0;Jaeana
3770;Mutton Chop;65;500;0;0;Jaeana
3771;Wild Hog Shank;604;1000;0;0;Jaeana
4599;Cured Ham Steak;400;2000;0;0;Jaeana
8766;Morning Glory Dew;None;4000;0;0;Jaeana
8952;Roasted Quail;None;4000;0;0;Jaeana
159;Refreshing Spring Water;50;25;0;0;Ellandrieth
1205;Melon Juice;None;500;0;0;Ellandrieth
1645;Moonberry Juice;1000;2000;0;0;Ellandrieth
1708;Sweet Nectar;225;1000;0;0;Ellandrieth
2512;Rough Arrow;None;10;0;0;Ellandrieth
2515;Sharp Arrow;None;50;0;0;Ellandrieth
2516;Light Shot;None;10;0;0;Ellandrieth
2519;Heavy Shot;None;50;0;0;Ellandrieth
3030;Razor Arrow;None;300;0;0;Ellandrieth
3033;Solid Shot;None;300;0;0;Ellandrieth
4470;Simple Wood;99;38;0;0;Ellandrieth
4471;Flint and Tinder;None;135;0;0;Ellandrieth
4496;Small Brown Pouch;272;500;0;0;Ellandrieth
4497;Heavy Brown Bag;None;20000;0;0;Ellandrieth
4498;Brown Leather Satchel;1500;2500;0;0;Ellandrieth
5042;Red Ribboned Wrapping Paper;None;50;0;0;Ellandrieth
11284;Accurate Slugs;None;1000;0;0;Ellandrieth
11285;Jagged Arrow;None;1000;0;0;Ellandrieth
851;Cutlass;None;2023;0;0;Merelyssa
922;Dacian Falx;None;12038;0;0;Merelyssa
923;Longsword;None;8743;0;0;Merelyssa
1198;Claymore;None;2676;0;0;Merelyssa
2024;Espadon;None;6078;0;0;Merelyssa
2027;Scimitar;None;3815;0;0;Merelyssa
2207;Jambiya;150000;2390;0;0;Merelyssa
2208;Poniard;None;3650;0;0;Merelyssa
2209;Kris;None;7115;0;0;Merelyssa
2520;Broadsword;None;24628;0;0;Merelyssa
2526;Main Gauche;None;19336;0;0;Merelyssa
2528;Falchion;None;51836;0;0;Merelyssa
2534;Rondel;None;45431;0;0;Merelyssa
2612;Plain Robe;None;163;0;0;Anadyia
2613;Double-stitched Robes;None;607;0;0;Anadyia
2614;Robe of Apprenticeship;None;1161;0;0;Anadyia
2615;Chromatic Robe;None;5091;0;0;Anadyia
2616;Shimmering Silk Robes;None;2659;0;0;Anadyia
2617;Burning Robes;None;10991;0;0;Anadyia
2618;Silver Dress Robes;None;26639;0;0;Anadyia
2512;Rough Arrow;None;10;0;0;Landria
2515;Sharp Arrow;None;50;0;0;Landria
3026;Reinforced Bow;None;3812;0;0;Landria
3027;Heavy Recurve Bow;None;6349;0;0;Landria
3030;Razor Arrow;None;300;0;0;Landria
5439;Small Quiver;None;100;0;0;Landria
11285;Jagged Arrow;None;1000;0;0;Landria
11362;Medium Quiver;3000;1000;0;0;Landria
200;Thick Cloth Vest;None;2270;0;0;Vinasia
201;Thick Cloth Pants;None;2278;0;0;Vinasia
202;Thick Cloth Shoes;None;1714;0;0;Vinasia
203;Thick Cloth Gloves;None;1147;0;0;Vinasia
792;Knitted Sandals;None;207;0;0;Vinasia
793;Knitted Gloves;None;139;0;0;Vinasia
794;Knitted Pants;None;279;0;0;Vinasia
795;Knitted Tunic;None;280;0;0;Vinasia
837;Heavy Weave Armor;None;1124;0;0;Vinasia
838;Heavy Weave Pants;None;1128;0;0;Vinasia
839;Heavy Weave Gloves;None;566;0;0;Vinasia
840;Heavy Weave Shoes;None;853;0;0;Vinasia
2117;Thin Cloth Shoes;None;37;0;0;Vinasia
2119;Thin Cloth Gloves;None;25;0;0;Vinasia
2120;Thin Cloth Pants;None;50;0;0;Vinasia
2121;Thin Cloth Armor;None;50;0;0;Vinasia
2156;Padded Boots;None;3077;0;0;Vinasia
2158;Padded Gloves;None;2066;0;0;Vinasia
2159;Padded Pants;None;4148;0;0;Vinasia
2160;Padded Armor;None;4163;0;0;Vinasia
2429;Russet Vest;None;10138;0;0;Vinasia
2431;Russet Pants;None;10215;0;0;Vinasia
2432;Russet Boots;None;7690;0;0;Vinasia
2434;Russet Gloves;None;5165;0;0;Vinasia
2435;Embroidered Armor;None;27683;0;0;Vinasia
2437;Embroidered Pants;None;27890;0;0;Vinasia
2438;Embroidered Boots;None;20996;0;0;Vinasia
2440;Embroidered Gloves;None;14099;0;0;Vinasia
3587;Embroidered Belt;None;14314;0;0;Vinasia
3588;Embroidered Bracers;None;14365;0;0;Vinasia
3589;Heavy Weave Belt;None;576;0;0;Vinasia
3590;Heavy Weave Bracers;None;578;0;0;Vinasia
3591;Padded Belt;None;2097;0;0;Vinasia
3592;Padded Bracers;None;2104;0;0;Vinasia
3593;Russet Belt;None;5477;0;0;Vinasia
3594;Russet Bracers;None;5497;0;0;Vinasia
3597;Thick Cloth Belt;None;1081;0;0;Vinasia
3598;Thick Cloth Bracers;None;1085;0;0;Vinasia
3599;Thin Cloth Belt;None;24;0;0;Vinasia
3600;Thin Cloth Bracers;None;24;0;0;Vinasia
3602;Knitted Belt;None;145;0;0;Vinasia
3603;Knitted Bracers;None;145;0;0;Vinasia
3889;Russet Hat;None;7922;0;0;Vinasia
3892;Embroidered Hat;None;21940;0;0;Vinasia
285;Scalemail Vest;None;3555;0;0;Melea
286;Scalemail Pants;None;3229;0;0;Melea
287;Scalemail Boots;None;2441;0;0;Melea
718;Scalemail Gloves;None;1614;0;0;Melea
847;Chainmail Armor;None;1749;0;0;Melea
848;Chainmail Pants;None;1755;0;0;Melea
849;Chainmail Boots;None;1326;0;0;Melea
850;Chainmail Gloves;None;883;0;0;Melea
1845;Chainmail Belt;None;877;0;0;Melea
1846;Chainmail Bracers;None;880;0;0;Melea
1852;Scalemail Bracers;None;1684;0;0;Melea
1853;Scalemail Belt;None;1690;0;0;Melea
2148;Polished Scale Belt;None;2907;0;0;Melea
2149;Polished Scale Boots;None;4397;0;0;Melea
2150;Polished Scale Bracers;None;2930;0;0;Melea
2151;Polished Scale Gloves;None;2941;0;0;Melea
2152;Polished Scale Leggings;None;5906;0;0;Melea
2153;Polished Scale Vest;None;5927;0;0;Melea
2379;Tarnished Chain Vest;None;76;0;0;Melea
2380;Tarnished Chain Belt;None;38;0;0;Melea
2381;Tarnished Chain Leggings;None;76;0;0;Melea
2383;Tarnished Chain Boots;None;58;0;0;Melea
2384;Tarnished Chain Bracers;None;38;0;0;Melea
2385;Tarnished Chain Gloves;None;38;0;0;Melea
2392;Light Mail Armor;None;413;0;0;Melea
2393;Light Mail Belt;None;206;0;0;Melea
2394;Light Mail Leggings;None;416;0;0;Melea
2395;Light Mail Boots;None;322;0;0;Melea
2396;Light Mail Bracers;None;215;0;0;Melea
2397;Light Mail Gloves;None;215;0;0;Melea
2417;Augmented Chain Vest;None;15673;0;0;Melea
2418;Augmented Chain Leggings;None;15731;0;0;Melea
2419;Augmented Chain Belt;None;7894;0;0;Melea
2420;Augmented Chain Boots;None;11937;0;0;Melea
2421;Augmented Chain Bracers;None;7952;0;0;Melea
2422;Augmented Chain Gloves;None;7981;0;0;Melea
2423;Brigandine Vest;None;42770;0;0;Melea
2424;Brigandine Belt;None;21461;0;0;Melea
2425;Brigandine Leggings;None;43077;0;0;Melea
2426;Brigandine Boots;None;32568;0;0;Melea
2427;Brigandine Bracers;None;20146;0;0;Melea
2428;Brigandine Gloves;None;20222;0;0;Melea
2448;Heavy Pavise;None;16158;0;0;Melea
2451;Crested Heater Shield;None;43629;0;0;Melea
3891;Augmented Chain Helm;None;12284;0;0;Melea
3894;Brigandine Helm;None;29986;0;0;Melea
8088;Platemail Belt;None;13335;0;0;Melea
8089;Platemail Boots;None;20081;0;0;Melea
8090;Platemail Bracers;None;13439;0;0;Melea
8091;Platemail Gloves;None;13489;0;0;Melea
8092;Platemail Helm;None;20312;0;0;Melea
8093;Platemail Leggings;None;27186;0;0;Melea
8094;Platemail Armor;None;27290;0;0;Melea
17189;Metal Buckler;None;12043;0;0;Melea
17190;Ornate Buckler;None;34609;0;0;Melea
2521;Flamberge;None;30896;0;0;Ealyshia Dewwhisper
2523;Bullova;None;28285;0;0;Ealyshia Dewwhisper
2525;War Hammer;None;26489;0;0;Ealyshia Dewwhisper
2529;Zweihander;None;65031;0;0;Ealyshia Dewwhisper
